level,taxa,n_species,n_host_record
genus,Plutellinae New Genus 1,2,0
genus,Plutodes,27,0
genus,Plutographa,29,0
genus,Plutopaschia,1,0
genus,Pluxilloides,1,0
genus,Plynteria,3,0
genus,Plyustchiella,1,0
genus,Poanes,15,6
genus,Poanopsis,2,0
genus,Pococera,59,18
genus,Pocopaschia,4,0
genus,Pocophora,4,0
genus,Podiasa,1,1
genus,Podognatha,3,0
genus,Poecilarctia,1,0
genus,Poecilasthena,29,1
genus,Poecilmitis,41,25
genus,Poecilochlora,1,0
genus,Poecilosoma,8,0
genus,Poenomia,5,0
genus,Poenopsis,1,0
genus,Poeta,2,1
genus,Pogochaetia,1,1
genus,Pogonocephala,2,0
genus,Pogonogenys,3,0
genus,Pogononeura,2,1
genus,Pogonopygia,6,0
genus,Pogopus,1,0
genus,Pogrima,1,0
genus,Poladryas,2,1
genus,Polemograptis,3,1
genus,Poliana,5,1
genus,Poliodes,1,0
genus,Poliodule,3,0
genus,Poliofoca,1,0
genus,Poliopaschia,2,0
genus,Poliosia,15,0
genus,Poliostola,1,0
genus,Polites,24,6
genus,Politzariella,1,0
genus,Polla,16,0
genus,Pollanisus,10,3
genus,Poloma,4,1
genus,Polopeustis,2,0
genus,Polyacme,5,0
genus,Polycaena,13,0
genus,Polycampsis,1,0
genus,Polyclysta,3,0
genus,Polycrasta,2,0
genus,Polyctor,8,1
genus,Polydactylos,1,0
genus,Polydesma,16,5
genus,Polydesmiola,5,0
genus,Polydrachma,2,0
genus,Polygiton,1,0
genus,Polygnamptia,2,0
genus,Polygonia,37,12
genus,Polygoniodes,4,0
genus,Polygonus,6,2
genus,Polygrammodes,92,4
genus,Polygrammopsis,1,0
genus,Polygrapta,3,0
genus,Polylopha,8,1
genus,Polylophota,3,0
genus,Polymixinia,3,1
genus,Polymona,3,0
genus,Polynesia,3,0
genus,Polyniphes,2,0
genus,Polyocha,33,1
genus,Polyommatus,156,4
genus,Polyortha,30,0
genus,Polyphagozerra,2,0
genus,Polyploca,17,1
genus,Polypogon,29,1
genus,Polypsecta,1,0
genus,Polyptychoides,18,1
genus,Polyptychus,51,5
genus,Polyscia,4,0
genus,Polysciera,1,0
genus,Polysoma,5,1
genus,Polysphalia,1,0
genus,Polystichtis,49,0
genus,Polystroma,3,0
genus,Polytela,413,3
genus,Polytelodes,1,1
genus,Polyterpnes,1,0
genus,Polythlipta,14,2
genus,Polythora,1,1
genus,Polythrena,2,0
genus,Polythrix,16,5
genus,Polythysana,3,3
genus,Polytremis,19,4
genus,Polyura,135,12
genus,Polyvena,1,0
genus,Pomasia,15,0
genus,Pomatophora,1,0
genus,Pompeius,7,1
genus,Pompelon,6,1
genus,Pomphocrita,1,0
genus,Pompilopsis,1,0
genus,Pompostolella,2,0
genus,Pontia,21,2
genus,Pontieuchloia,5,0
genus,Pontodryas,1,0
genus,Popayanita,1,0
genus,Porela,14,3
genus,Poriskina,1,0
genus,Poritia,56,2
genus,Porona,2,0
genus,Porosana,3,0
genus,Porotica,1,0
genus,Porphyrocrates,1,0
genus,Porphyrogenes,17,2
genus,Porphyronoorda,1,0
genus,Porphyrorhegma,1,0
genus,Porphyrosela,6,8
genus,Porpodryas,1,0
genus,Portentomorpha,1,0
genus,Porthesaroa,11,0
genus,Porthmeia,2,0
genus,Postazuayia,1,0
genus,Postemmalocera,2,0
genus,Postplatyptilia,15,0
genus,Posttaygetis,1,0
genus,Potamanaxas,29,0
genus,Potamomusa,2,0
genus,Potanthus,66,8
genus,Potiosa,1,0
genus,Potniarcha,1,0
genus,Potosa,1,0
genus,Povilasia,1,0
genus,Powellana,2,0
genus,Powondrella,1,0
genus,Poya,2,0
genus,Prada,3,0
genus,Praeacedes,1,1
genus,Praeacrospila,1,0
genus,Praeantarctia,3,0
genus,Praeapodroma,1,0
genus,Praedonula,1,0
genus,Praedora,5,0
genus,Praeepischnia,3,0
genus,Praegnophosema,1,0
genus,Praekatja,1,0
genus,Praemastus,9,0
genus,Praepapilio,2,0
genus,Praephilotes,2,1
genus,Praephostria,2,0
genus,Praerhinaphe,1,0
genus,Praesetora,4,2
genus,Praesos,3,0
genus,Praesusica,1,0
genus,Praetaxila,5,0
genus,Praethera,2,0
genus,Praezygaena,10,0
genus,Pragmatodes,1,0
genus,Prasinochrysa,4,0
genus,Prasinocyma,93,7
genus,Prasinocyma_auctorum,87,0
genus,Prasinoxena,6,2
genus,Pratapa,25,1
genus,Praxis,48,0
genus,Prays,28,12
genus,Premolis,4,0
genus,Preparctia,5,0
genus,Preptos,2,0
genus,Pretoria,3,0
genus,Priapodes,2,0
genus,Pringleophaga,3,1
genus,Prionapteron,1,0
genus,Prionapteryx,50,2
genus,Prioneris,16,3
genus,Prionodonta,1,0
genus,Prionofrontia,4,0
genus,Prionomelia,7,0
genus,Prionopaltis,2,0
genus,Prionophora,16,0
genus,Prionoptera,3,0
genus,Prionopterina,4,0
genus,Prionotalis,4,0
genus,Prionoxystus,7,3
genus,Prismosticta,6,0
genus,Prismostictoides,1,0
genus,Pristanepa,1,0
genus,Pristen,1,0
genus,Pristerognatha,3,1
genus,Pristoceraea,2,0
genus,Pristocerella,2,0
genus,Pristostegania,1,0
genus,Proactenis,4,0
genus,Proadamas,1,0
genus,Proagra,1,0
genus,Proancylosis,1,0
genus,Proathorybia,6,0
genus,Probalaenifrons,1,0
genus,Probalintha,1,0
genus,Probatostola,1,0
genus,Probithia,5,1
genus,Problema,2,2
genus,Problepsidis,1,0
genus,Problepsis,68,2
genus,Probole,4,3
genus,Proboloptera,1,0
genus,Proboloptila,2,0
genus,Procalyptis,3,1
genus,Procampta,1,0
genus,Procanthia,1,0
genus,Procapperia,9,3
genus,Procharista,1,0
genus,Prochasma,3,0
genus,Prochlidonia,2,0
genus,Prochoerodes,25,2
genus,Prochola,22,0
genus,Prochoreutis,1,1
genus,Prochoristis,5,0
genus,Procitheronia,3,1
genus,Procoeria,1,0
genus,Procometis,24,0
genus,Proconica,3,0
genus,Proconis,2,0
genus,Procoronis,1,0
genus,Procotes,1,0
genus,Procrica,10,1
genus,Procridia,1,0
genus,Procunea,1,0
genus,Procymbopteryx,1,1
genus,Prodasycnemis,1,0
genus,Prodelophanes,1,0
genus,Proditrix,4,0
genus,Prodosia,1,0
genus,Prodoxoides,1,0
genus,Prodoxus,14,10
genus,Prodryas,1,0
genus,Productalius,1,0
genus,Proeulia,25,3
genus,Profilinota,1,0
genus,Progona,5,0
genus,Progonia,12,1
genus,Progonica,1,0
genus,Progonostola,1,0
genus,Prohepialus,1,0
genus,Prohylesia,3,0
genus,Prohysterophora,1,1
genus,Prolatoia,2,2
genus,Proleucinodes,2,0
genus,Prolimacodes,6,1
genus,Prolita,22,4
genus,Prolophota,5,0
genus,Proluta,2,0
genus,Prolyncestis,1,0
genus,Prolyonetia,1,0
genus,Promacrochilo,1,0
genus,Promenesta,9,0
genus,Prometopidia,2,0
genus,Prominea,1,0
genus,Promolopica,1,0
genus,Promustilia,1,0
genus,Promylea,5,1
genus,Proneca,1,1
genus,Pronerice,3,0
genus,Pronola,5,0
genus,Pronomeuta,2,1
genus,Pronomis,2,0
genus,Prooedema,1,0
genus,Proomphe,1,0
genus,Propachyarthra,1,0
genus,Propertius,2,0
genus,Prophaecasia,2,0
genus,Prophalonia,2,0
genus,Prophantis,4,2
genus,Prophtasia,7,0
genus,Propiromorpha,1,1
genus,Propithex,1,0
genus,Propyria,9,0
genus,Prorachia,1,0
genus,Prorasea,6,0
genus,Prorella,15,0
genus,Prorifrons,26,0
genus,Proroblemma,8,0
genus,Prorocopis,4,0
genus,Prorodes,3,1
genus,Prorophora,11,0
genus,Proruaca,2,0
genus,Prosaris,5,0
genus,Proscardiites,1,0
genus,Proscedes,2,0
genus,Proschaliphora,3,0
genus,Proschistis,8,0
genus,Proschoenobius,1,0
genus,Proschora,4,0
genus,Proselena,2,2
genus,Proselotis,4,0
genus,Proserpinus,8,5
genus,Prosodarma,1,0
genus,Prosoeuzophera,1,1
genus,Prosomphax,3,0
genus,Prosopalpus,3,1
genus,Prosopandrophila,6,1
genus,Prosoparia,6,0
genus,Prosotas,43,4
genus,Prosotera,1,0
genus,Prosplocamis,1,0
genus,Prosternidia,1,0
genus,Prosthenia,2,0
genus,Prostomeus,1,1
genus,Protacraga,1,0
genus,Protaephagus,1,0
genus,Protagophleps,1,0
genus,Protalcis,2,1
genus,Protaleuron,2,0
genus,Protambulyx,8,1
genus,Protancylis,2,0
genus,Protantigius,1,1
genus,Protanystis,5,0
genus,Protapamea,2,0
genus,Protaphreutis,6,0
genus,Protarache,5,0
genus,Protarchella,18,0
genus,Protasia,1,0
genus,Proteides,5,1
genus,Proteinia,2,0
genus,Proteodoxa,1,0
genus,Proteostrenia,7,1
genus,Proteoteras,8,6
genus,Protepicorsia,11,0
genus,Proterebia,1,0
genus,Proterocosma,7,2
genus,Proterodesma,4,0
genus,Proterospastis,19,1
genus,Proteuchloris,1,0
genus,Proteuclasta,1,0
genus,Proteurrhypara,4,0
genus,Prothamnodes,2,0
genus,Prothelymna,1,0
genus,Prothinodes,3,0
genus,Prothysana,1,0
genus,Protinopalpa,2,0
genus,Protitame,7,3
genus,Protithona,2,0
genus,Protobactra,1,0
genus,Protobathra,4,0
genus,Protoboarmia,5,3
genus,Protoetiella,3,0
genus,Protogrypa,1,0
genus,Protogynanisa,2,0
genus,Protohepialus,1,0
genus,Protolechia Group New Genus 1,2,0
genus,Protolechia Group New Genus 2,2,0
genus,Protomoerbes,2,0
genus,Protonebula,5,0
genus,Protonoceras,4,0
genus,Protonoma,1,0
genus,Protonyctia,1,0
genus,Protoparachronistis,3,0
genus,Protophyta,2,0
genus,Protoploea,1,0
genus,Protoproutia,3,0
genus,Protopterna,3,0
genus,Protorhiza,1,0
genus,Protorhoe,3,0
genus,Protoschinia,1,2
genus,Protoschrankia,2,0
genus,Protosteira,4,1
genus,Protosynaema,5,2
genus,Prototyla,2,0
genus,Protrichia,1,0
genus,Protrigonia,1,1
genus,Protuliocnemis,11,3
genus,Protyparcha,1,0
genus,Proutiana,2,0
genus,Proutoscia,1,0
genus,Prusiana,5,0
genus,Pryeria,3,0
genus,Prymnotomis,1,0
genus,Prytaneutis,1,0
genus,Pryteria,11,0
genus,Psaliodes,131,0
genus,Psalis,4,0
genus,Psamathia,7,0
genus,Psamathocrita,5,2
genus,Psammathodoxa,1,0
genus,Psammobotys,2,0
genus,Psammotis,12,0
genus,Psaphis,10,0
genus,Psara,57,4
genus,Psarolitia,2,0
genus,Psecadioides,1,0
genus,Psectrodes,2,0
genus,Psectrotarsia,5,0
genus,Psedaleulia,2,0
genus,Psegmatica,1,0
genus,Pselaphelia,11,2
genus,Pseliastis,3,0
genus,Pselnophorus,11,1
genus,Psephis,3,0
genus,Psephomeres,1,0
genus,Pseudacidalia,6,0
genus,Pseudaclytia,8,0
genus,Pseudacrobasis,1,0
genus,Pseudacroclita,2,1
genus,Pseudalbara,1,0
genus,Pseudalcis,5,1
genus,Pseudalelimma,1,0
genus,Pseudaletis,16,0
genus,Pseudaleucis,2,0
genus,Pseudalmenus,4,1
genus,Pseudaltha,1,0
genus,Pseudalus,5,0
genus,Pseudamastus,2,0
genus,Pseudanapaea,3,0
genus,Pseudandraca,2,0
genus,Pseudandriasa,1,1
genus,Pseudantheraea,2,1
genus,Pseudaphelia,5,1
genus,Pseudapina,1,0
genus,Pseudapistosia,4,0
genus,Pseudarctia,1,0
genus,Pseudarenipses,1,0
genus,Pseudargyria,3,0
genus,Pseudargyrotoza,3,1
genus,Pseudaria,1,0
genus,Pseudarista,3,0
genus,Pseudarla,1,0
genus,Pseudascalenia,2,0
genus,Pseudasellodes,10,1
genus,Pseudasopia,3,0
genus,Pseudaspilates,1,0
genus,Pseudastasia,1,0
genus,Pseudathrips,5,0
genus,Pseudathyma,8,1
genus,Pseudatteria,24,0
genus,Pseudautomeris,27,4
genus,Pseudbarydia,8,0
genus,Pseudeboda,2,0
genus,Pseudebulea,9,0
genus,Pseudelydna,1,1
genus,Pseudemodesa,1,0
genus,Pseudendromis,5,0
genus,Pseudentephria,1,0
genus,Pseudenyo,1,0
genus,Pseudephyra,1,0
genus,Pseudepicorsia,2,0
genus,Pseudepione,2,1
genus,Pseuderannis,2,2
genus,Pseuderesia,19,1
genus,Pseudergolis,4,2
genus,Pseuderosia,3,2
genus,Pseuderythrolophus,2,0
genus,Pseudethmia,1,0
genus,Pseudeuchlora,1,0
genus,Pseudeuchromia,2,0
genus,Pseudeulia,1,0
genus,Pseudeusemia,15,0
genus,Pseudexentera,19,11
genus,Pseudhemithea,4,0
genus,Pseudidiochlora,1,0
genus,Pseudidonauton,2,0
genus,Pseudilema,1,0
genus,Pseudimbrasia,1,1
genus,Pseudiodis,2,0
genus,Pseudiolaus,2,0
genus,Pseudischnocampa,6,0
genus,Pseudlithosia,1,0
genus,Pseudmelisa,3,0
genus,Pseudoangonyx,1,0
genus,Pseudoarcte,2,0
genus,Pseudoaricia,9,1
genus,Pseudobazisa,4,0
genus,Pseudobissetia,3,0
genus,Pseudobiston,1,0
genus,Pseudoblabes,1,0
genus,Pseudoborbo,1,1
genus,Pseudoborocera,1,0
genus,Pseudobracca,3,0
genus,Pseudobrephos,2,0
genus,Pseudobunaea,28,3
genus,Pseudocabima,10,1
genus,Pseudocabotia,1,0
genus,Pseudocadra,3,0
genus,Pseudocassyma,3,0
genus,Pseudocatharylla,39,0
genus,Pseudocentris,1,0
genus,Pseudocephitinea,1,0
genus,Pseudocera,1,0
genus,Pseudoceroprepes,2,0
genus,Pseudoceryx,1,0
genus,Pseudochelaria,5,4
genus,Pseudochesias,1,0
genus,Pseudochliaria,1,0
genus,Pseudochrysops,1,0
genus,Pseudocinglis,3,0
genus,Pseudoclanis,16,1
genus,Pseudoclasseya,4,0
genus,Pseudoclita,1,0
genus,Pseudocoladenia,2,0
genus,Pseudocollix,4,0
genus,Pseudocomotis,7,0
genus,Pseudocopaeodes,2,1
genus,Pseudocoremia,25,4
genus,Pseudocossus,5,0
genus,Pseudocroesia,1,0
genus,Pseudodavara,1,0
genus,Pseudodebis,8,0
genus,Pseudodipsas,9,2
genus,Pseudodiptera,1,0
genus,Pseudodirades,1,0
genus,Pseudodirphia,77,3
genus,Pseudodivona,5,0
genus,Pseudodolbina,3,0
genus,Pseudodryas,3,0
genus,Pseudodysstroma,3,0
genus,Pseudoedaleosia,1,0
genus,Pseudofentonia,14,0
genus,Pseudogalleria,1,1
genus,Pseudogaltara,1,0
genus,Pseudoganisa,1,0
genus,Pseudogenusa,2,0
genus,Pseudogerespa,5,0
genus,Pseudogetulia,1,0
genus,Pseudogiria,3,0
genus,Pseudographis,2,0
genus,Pseudogyrtona,7,0
genus,Pseudogyrtona_auctorum,1,0
genus,Pseudohedya,5,2
genus,Pseudohemiceras,2,0
genus,Pseudohermenias,2,0
genus,Pseudohyaleucerea,11,0
genus,Pseudohypsoides,3,0
genus,Pseudoips,6,1
genus,Pseudojana,9,1
genus,Pseudokerana,1,0
genus,Pseudolabis,3,0
genus,Pseudolarentia,6,0
genus,Pseudolatoia,6,0
genus,Pseudoligostigma,3,0
genus,Pseudolucia,2,1
genus,Pseudoludia,2,0
genus,Pseudolycaena,4,1
genus,Pseudolyra,15,1
genus,Pseudomacroptila,1,0
genus,Pseudomaenas,12,0
genus,Pseudomantria,1,0
genus,Pseudomegasis,1,0
genus,Pseudomennis,3,0
genus,Pseudomeritastis,7,0
genus,Pseudometa,17,3
genus,Pseudometachilo,4,0
genus,Pseudomicrodes,7,0
genus,Pseudomicronia,6,0
genus,Pseudomiza,9,0
genus,Pseudomocena,1,0
genus,Pseudomyrina,3,0
genus,Pseudonacaduba,2,1
genus,Pseudonaclia,3,0
genus,Pseudonadagara,2,0
genus,Pseudoneptis,2,2
genus,Pseudonirmides,1,1
genus,Pseudonoorda,11,0
genus,Pseudonyctemera,8,0
genus,Pseudopammene,1,1
genus,Pseudopanthea,1,0
genus,Pseudopanthera,12,1
genus,Pseudopediasia,3,0
genus,Pseudopeplia,6,0
genus,Pseudophaio,1,0
genus,Pseudopharus,5,0
genus,Pseudophiaris,1,0
genus,Pseudophilotes,23,4
genus,Pseudophisma,5,0
genus,Pseudophycita,1,0
genus,Pseudophyllodes,11,1
genus,Pseudopieris,12,1
genus,Pseudopiesmopoda,1,0
genus,Pseudopolygrammodes,1,0
genus,Pseudopolynesia,2,0
genus,Pseudopolyptychus,1,0
genus,Pseudopompilia,1,0
genus,Pseudopontia,3,1
genus,Pseudopostega,111,0
genus,Pseudoprocometis,3,0
genus,Pseudoprocris,3,0
genus,Pseudopsodos,8,0
genus,Pseudopsyche,3,0
genus,Pseudopyrausta,6,0
genus,Pseudorgyia,2,0
genus,Pseudorinympha,1,0
genus,Pseudosarbia,2,0
genus,Pseudosauris,4,0
genus,Pseudoscaptesyle,1,0
genus,Pseudoscaptia,1,0
genus,Pseudoschinia,1,1
genus,Pseudoschoenobius,1,0
genus,Pseudoschrankia,3,0
genus,Pseudosciaphila,2,2
genus,Pseudosiccia,1,0
genus,Pseudosoloe,1,0
genus,Pseudosomera,3,0
genus,Pseudosphecosoma,1,0
genus,Pseudosphetta,3,1
genus,Pseudosphinx,1,1
genus,Pseudospiris,1,0
genus,Pseudostauropus,1,0
genus,Pseudostegania,2,0
genus,Pseudostella,3,0
genus,Pseudosterrha,3,1
genus,Pseudostracilla,1,0
genus,Pseudoswammerdamia,1,1
genus,Pseudosymmoca,1,0
genus,Pseudosyngria,1,0
genus,Pseudotelphusa,29,8
genus,Pseudoterpna,11,1
genus,Pseudotessellarctia,2,0
genus,Pseudothalera,3,0
genus,Pseudothecla,1,0
genus,Pseudothosea,1,0
genus,Pseudothyatira,2,1
genus,Pseudothymara,1,0
genus,Pseudothyris,1,0
genus,Pseudotolna,5,0
genus,Pseudovipsania,2,0
genus,Pseudoxyroptila,1,1
genus,Pseudozalissa,1,0
genus,Pseudozarba,15,0
genus,Pseudozeuzera,2,0
genus,Pseudozizeeria,4,1
genus,Pseudugia,1,0
genus,Pseuduncifera,1,0
genus,Pseudurgis,11,0
genus,Pseudypsia,1,0
genus,Pseudyrias,18,0
genus,Psiathovalva,1,0
genus,Psichotoe,4,0
genus,Psidopala,13,0
genus,Psilacantha,5,0
genus,Psilalcis,55,1
genus,Psilaspilates,8,0
genus,Psilocerea,53,0
genus,Psilochira,4,0
genus,Psilocladia,4,0
genus,Psilocorsis,10,0
genus,Psilogaster,1,0
genus,Psilogramma,35,3
genus,Psilopora,1,0
genus,Psilopygida,5,1
genus,Psilopygoides,1,0
genus,Psilosetia,1,0
genus,Psilosticha,6,0
genus,Psilotagma,1,0
genus,Psimada,3,1
genus,Psittacastis,14,0
genus,Psodopsis,3,0
genus,Psodos,8,0
genus,Psoloptera,5,0
genus,Psolos,4,1
genus,Psoralis,11,0
genus,Psoricoptera,3,2
genus,Psoropristia,1,0
genus,Psorosa,24,2
genus,Psorosana,1,0
genus,Psorosina,1,1
genus,Psorosodes,1,0
genus,Psorosticha,3,0
genus,Psorozophera,1,0
genus,Psorya,1,0
genus,Psycharium,2,0
genus,Psyche,36,5
genus,Psychidarbela,1,0
genus,Psychidea,4,1
genus,Psychidocossus,1,0
genus,Psychocampa,14,0
genus,Psychogena,1,0
genus,Psychoides,3,2
genus,Psychomorpha,2,1
genus,Psychonotis,12,1
genus,Psychophasma,1,0
genus,Psychophora,6,0
genus,Psychostrophia,4,0
genus,Psychromnestra,3,2
genus,Psygmomorpha,1,0
genus,Psyra,18,2
genus,Psyroides,3,0
genus,Psythiarodes,1,0
genus,Ptelina,2,1
genus,Pterapherapteryx,1,1
genus,Pteredoa,7,0
genus,Pterhemia,5,0
genus,Pteridoporthis,1,1
genus,Pternidora,1,0
genus,Pternozyga,4,0
genus,Pterocerota,1,0
genus,Pterocyclophora,2,0
genus,Pterocypha,3,0
genus,Pterodecta,2,0
genus,Pterogonaga,1,0
genus,Pterogonia,6,0
genus,Pterographium,2,0
genus,Pterolocera,8,2
genus,Pteronycta,6,1
genus,Pterophorus,225,15
genus,Pteroprista,1,0
genus,Pteropygme,1,0
genus,Pterospoda,4,0
genus,Pterotaea,31,2
genus,Pteroteinon,9,2
genus,Pterothrixidia,13,0
genus,Pterothysanus,1,0
genus,Pterotopteryx,4,1
genus,Pterotosoma,1,0
genus,Ptichodis,16,1
genus,Ptiladarcha,1,0
genus,Ptilomacra,1,1
genus,Ptilopsaltis,2,0
genus,Ptiloscola,11,0
genus,Ptilosticha,3,0
genus,Ptilostonychia,1,0
genus,Ptisciana,1,1
genus,Ptochaula,1,0
genus,Ptocheuusa,13,4
genus,Ptochoryctis,11,0
genus,Ptochosiphla,1,0
genus,Ptochostola,4,1
genus,Ptomophyle,2,0
genus,Ptoseulia,2,0
genus,Ptox,3,0
genus,Ptycerata,1,0
genus,Ptychamalia,28,0
genus,Ptychocroca,8,0
genus,Ptychoglene,13,0
genus,Ptycholoma,5,1
genus,Ptycholomoides,2,1
genus,Ptychopseustis,13,2
genus,Ptychorrhoe,3,0
genus,Ptychotheca,1,0
genus,Ptychothrix,1,0
genus,Ptychovalva,3,0
genus,Ptygmatophora,1,0
genus,Ptyobathra,5,1
genus,Ptyomaxia,7,0
genus,Ptyongnathosia,2,0
genus,Ptyonocera,2,1
genus,Ptyonota,2,0
genus,Ptyorhyncha,1,0
genus,Ptyssoptera,7,3
genus,Pucaraia,2,0
genus,Pudicitia,1,0
genus,Puebla,2,0
genus,Puermytrans,1,0
genus,Puerphorus,2,1
genus,Pulchralata,1,0
genus,Pullichroma,1,0
genus,Pumora,1,0
genus,Punctapinella,16,0
genus,Pungeleria,3,0
genus,Punoa,1,0
genus,Punta,1,0
genus,Purius,2,0
genus,Purlisa,2,0
genus,Puseyia,3,0
genus,Pusiola,29,0
genus,Pycnagorastis,1,0
genus,Pycnarmon,60,5
genus,Pycnocornuta,1,0
genus,Pycnoctena,3,0
genus,Pycnodytis,2,0
genus,Pycnoloma,1,0
genus,Pycnoneura,12,0
genus,Pycnophallium,15,0
genus,Pycnostega,14,0
genus,Pygarctia,13,0
genus,Pygmaena,1,1
genus,Pygmaeomorpha,9,1
genus,Pygmaeotinea,1,0
genus,Pygmeocossus,2,0
genus,Pygmocrates,1,0
genus,Pygoctenucha,4,0
genus,Pygospila,9,1
genus,Pyla,20,1
genus,Pylamorpha,2,0
genus,Pylargosceles,2,1
genus,Pylartes,2,0
genus,Pyncostola,38,0
genus,Pynthanosis,1,0
genus,Pyradena,1,0
genus,Pyralausta,1,0
genus,Pyralestes,1,0
genus,Pyralidae Unplaced Species,2,0
genus,Pyralidoxa,2,0
genus,Pyralis,62,4
genus,Pyralites,2,0
genus,Pyraloides,136,0
genus,Pyralomorpha,1,0
genus,Pyralosis,2,0
genus,Pyrausta,468,25
genus,Pyraustodes,1,0
genus,Pyretaulax,1,0
genus,Pyrgion,2,0
genus,Pyrgotis,12,1
genus,Pyrgus,82,9
genus,Pyrinia,86,0
genus,Pyrinioides,3,1
genus,Pyripnoa,3,0
genus,Pyrochlora,2,0
genus,Pyroderces,75,25
genus,Pyroneura,25,0
genus,Pyrosis,17,0
genus,Pyrrharctia,2,0
genus,Pyrrhia,11,3
genus,Pyrrhiades,1,0
genus,Pyrrhocalles,4,0
genus,Pyrrhochalcia,1,1
genus,Pyrrhogyra,29,2
genus,Pyrrhopteryx,2,0
genus,Pyrrhopyge,76,8
genus,Pyrrhopygopsis,8,2
genus,Pyrsarcha,1,0
genus,Pythagoraea,1,0
genus,Pythonides,25,2
genus,Pytinaea Group,3,0
genus,Quadraforma,4,1
genus,Quadrina,27,1
genus,Quadrus,15,1
genus,Quasieulia,3,0
genus,Quasiexuperius,1,0
genus,Quasipuer,2,0
genus,Quasisalebria,1,0
genus,Quedara,7,1
genus,Quentalia,52,0
genus,Quercusia,7,1
genus,Quinta,2,1
genus,Rabiria,1,0
genus,Racasta,4,0
genus,Rachana,6,0
genus,Rachesa,5,0
genus,Rachia,3,0
genus,Rachiades,4,0
genus,Racinoa,12,0
genus,Racotis,26,5
genus,Racta,6,0
genus,Radamaria,1,0
genus,Radara,29,1
genus,Radessa,2,0
genus,Radhica,8,0
genus,Radiatus,1,0
genus,Radinocera,2,0
genus,Radionerva,1,0
genus,Radosa,2,0
genus,Ragonotia,2,0
genus,Rahona,1,0
genus,Ramadasa,4,0
genus,Ramaperta,1,0
genus,Rambuasalama,1,0
genus,Rambutaneia,1,0
genus,Ramila,5,1
genus,Ramitia,1,0
genus,Ramobia,2,1
genus,Ramosignathos,1,0
genus,Ramphia,1,0
genus,Ramphidium,4,1
genus,Ramphis,2,0
genus,Rampylla,4,0
genus,Ranapa,1,0
genus,Ranapoaca,1,0
genus,Randominta,1,0
genus,Ranghana,1,0
genus,Ranohira,1,0
genus,Rapala,136,13
genus,Raparna,23,0
genus,Rapdalus,4,0
genus,Raphia,13,3
genus,Raphimetopus,3,1
genus,Raphiptera,2,0
genus,Raphiscopa,9,0
genus,Rareuptychia,1,0
genus,Ratasa,1,0
genus,Rathinda,2,1
genus,Ravanoa,1,0
genus,Ravenna,1,1
genus,Ravigia,2,0
genus,Reabotis,1,0
genus,Rebelia,13,0
genus,Rebinea,1,0
genus,Recintona,1,0
genus,Rectipalpula,1,0
genus,Recurvaria,33,8
genus,Redectis,6,1
genus,Regobarrosia,5,0
genus,Rehimena,13,2
genus,Reichardtiella,1,0
genus,Reinmara,2,0
genus,Reisserita,12,0
genus,Reisseronia,4,0
genus,Rejectaria,38,0
genus,Rekoa,1,0
genus,Relluna,2,0
genus,Rema,12,2
genus,Remelana,10,1
genus,Remigiodes,2,0
genus,Renia,39,7
genus,Renodes,19,0
genus,Repens,2,0
genus,Repetekiodes,4,0
genus,Replicia,1,0
genus,Reptilisocia,2,1
genus,Restidia,1,0
genus,Rethera,8,0
genus,Rethona,2,0
genus,Reticulana,1,0
genus,Reticulocossus,1,0
genus,Retina,3,0
genus,Retinia,28,4
genus,Revertuncaria,1,0
genus,Reynosa,1,0
genus,Rhabdatomis,14,0
genus,Rhabdocrates,1,0
genus,Rhabdomantis,2,0
genus,Rhabdosia,2,0
genus,Rhabdotenes,14,0
genus,Rhabdotina,2,0
genus,Rhadinastis,6,2
genus,Rhadinomphax,4,0
genus,Rhadinopasa,2,1
genus,Rhadinophylla,1,0
genus,Rhagades,9,1
genus,Rhagastis,23,4
genus,Rhagea,2,2
genus,Rhamnocampa,1,0
genus,Rhamnosa,8,0
genus,Rhangena,1,0
genus,Rhanidophora,12,7
genus,Rhanidopsis,2,0
genus,Rhapsa,4,0
genus,Rhathamictis,1,0
genus,Rhectogonia,3,0
genus,Rhectophlebia,1,0
genus,Rhectosemia,11,0
genus,Rhesala,12,4
genus,Rhesalides,4,0
genus,Rhesalistis,1,0
genus,Rhescyntis,8,1
genus,Rhetus,17,0
genus,Rheumaptera,86,4
genus,Rhigognostis,1,1
genus,Rhimphalea,12,0
genus,Rhimphaliodes,1,0
genus,Rhinaphe,17,0
genus,Rhinaphena,1,0
genus,Rhindoma,1,0
genus,Rhinelephas,3,0
genus,Rhinodia,2,0
genus,Rhinognatha,3,0
genus,Rhinogradentia,1,0
genus,Rhinoligia,1,0
genus,Rhinomactrum,2,0
genus,Rhinophyllis,1,0
genus,Rhinthon,4,1
genus,Rhinura,2,0
genus,Rhipha,19,0
genus,Rhipidarctia,13,0
genus,Rhizocossus,1,0
genus,Rhobonda,2,0
genus,Rhodacra,3,0
genus,Rhodafra,1,0
genus,Rhodambulyx,3,0
genus,Rhodanassa,2,0
genus,Rhodesia,3,2
genus,Rhodina,2,0
genus,Rhodinia,19,4
genus,Rhodirphia,1,0
genus,Rhodobates,11,0
genus,Rhodocantha,1,0
genus,Rhodochlora,16,0
